period,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl,pnl_pct,exit_reason
0,49,140,short,90223.88,92388.56244641621,0.0011083540189138397,-2.5192344891576437,-2.5192344891576437,stop_loss
0,140,162,short,96492.53,93086.06808344323,0.001036088572401495,3.4094264948792357,3.410285625795874,take_profit
0,162,199,short,92014.91,90835.02,0.0010868771367603055,1.1623847825880476,1.1622813172343474,period_end
1,49,136,short,90724.73,91531.66505144912,0.0011022353001215875,-1.0094322986126532,-1.0094322986126532,stop_loss
1,136,138,short,95597.0,93368.23402590472,0.0010459523382220558,2.2111950951423,2.211418322850383,take_profit
1,138,150,short,91343.28,93380.00812796633,0.0010949028503023461,-2.350033853754854,-2.349751469365157,stop_loss
1,150,199,short,95597.01,95992.31,0.0010459377054724594,-0.5334453957205795,-0.5335066567458573,period_end
